,epoch,batch,acc
0,0,0,0.0
1,0,1,0.0
2,0,2,0.0
3,0,3,0.0
4,0,4,0.0
5,0,5,0.0
6,0,6,0.0
7,0,7,0.0
8,0,8,0.0
9,0,9,0.0
10,0,10,0.0
11,0,11,0.0
12,0,12,0.0
13,0,13,0.0
14,0,14,0.0
15,0,15,0.0
16,0,16,0.0
17,1,0,0.0
18,1,1,0.0
19,1,2,0.0
20,1,3,0.0
21,1,4,0.0
22,1,5,0.0
23,1,6,0.0
24,1,7,0.0
25,1,8,0.0
26,1,9,0.0
27,1,10,0.0
28,1,11,0.0
29,1,12,0.0
30,1,13,0.0
31,1,14,0.0
32,1,15,0.0
33,1,16,0.0
34,2,0,0.0
35,2,1,0.0
36,2,2,0.0
37,2,3,0.0
38,2,4,0.0
39,2,5,0.0
40,2,6,0.0
41,2,7,0.0
42,2,8,0.0
43,2,9,0.0
44,2,10,0.0
45,2,11,0.0
46,2,12,0.0
47,2,13,0.0
48,2,14,0.0
49,2,15,0.0
50,2,16,0.0
51,3,0,0.0
52,3,1,0.0
53,3,2,0.0
54,3,3,0.0
55,3,4,0.0
56,3,5,0.0
57,3,6,0.0
58,3,7,0.0
59,3,8,0.0
60,3,9,0.0
61,3,10,0.0
62,3,11,0.0
63,3,12,0.0
64,3,13,0.0
65,3,14,0.0
66,3,15,0.0
67,3,16,0.0
68,4,0,0.0
69,4,1,0.0
70,4,2,0.0
71,4,3,0.0
72,4,4,0.0
73,4,5,0.0
74,4,6,0.0
75,4,7,0.0
76,4,8,0.0
77,4,9,0.0
78,4,10,0.0
79,4,11,0.0
80,4,12,0.0
81,4,13,0.0
82,4,14,0.0
83,4,15,0.0
84,4,16,0.0
85,5,0,0.0
86,5,1,0.0
87,5,2,0.0
88,5,3,0.0
89,5,4,0.0
90,5,5,0.0
91,5,6,0.0
92,5,7,0.0
93,5,8,0.0
94,5,9,0.0
95,5,10,0.0
96,5,11,0.0
97,5,12,0.0
98,5,13,0.0
99,5,14,0.0
100,5,15,0.0
101,5,16,0.0
102,6,0,0.0
103,6,1,0.0
104,6,2,0.0
105,6,3,0.0
106,6,4,0.0
107,6,5,0.0
108,6,6,0.0
109,6,7,0.0
110,6,8,0.0
111,6,9,0.0
112,6,10,0.0
113,6,11,0.0
114,6,12,0.0
115,6,13,0.0
116,6,14,0.0
117,6,15,0.0
118,6,16,0.0
119,7,0,0.0
120,7,1,0.0
121,7,2,0.0
122,7,3,0.0
123,7,4,0.0
124,7,5,0.0
125,7,6,0.0
126,7,7,0.0
127,7,8,0.0
128,7,9,0.0
129,7,10,0.0
130,7,11,0.0
131,7,12,0.0
132,7,13,0.0
133,7,14,0.0
134,7,15,0.0
135,7,16,0.0
136,8,0,0.0
137,8,1,0.0
138,8,2,0.0
139,8,3,0.0
140,8,4,0.0
141,8,5,0.0
142,8,6,0.0
143,8,7,0.0
144,8,8,0.0
145,8,9,0.0
146,8,10,0.0
147,8,11,0.0
148,8,12,0.0
149,8,13,0.0
150,8,14,0.0
151,8,15,0.0
152,8,16,0.0
153,9,0,0.0
154,9,1,0.0
155,9,2,0.0
156,9,3,0.0
157,9,4,0.0
158,9,5,0.0
159,9,6,0.0
160,9,7,0.0
161,9,8,0.0
162,9,9,0.0
163,9,10,0.0
164,9,11,0.0
165,9,12,0.0
166,9,13,0.0
167,9,14,0.0
168,9,15,0.0
169,9,16,0.0
170,0,0,0.0
171,0,1,0.0
172,0,2,0.0
173,0,3,0.0
174,0,4,0.0
175,0,5,0.0
176,0,6,0.0
177,0,7,0.0
178,0,8,0.0
179,0,9,0.0
180,0,10,0.0
181,0,11,0.0
182,0,12,0.0
183,0,13,0.0
184,0,14,0.0
185,0,15,0.0
186,0,16,0.0
187,1,0,0.0
188,1,1,0.0
189,1,2,0.0
190,1,3,0.0
191,1,4,0.0
192,1,5,0.0
193,1,6,0.0
194,1,7,0.0
195,1,8,0.0
196,1,9,0.0
197,1,10,0.0
198,1,11,0.0
199,1,12,0.0
200,1,13,0.0
201,1,14,0.0
202,1,15,0.0
203,1,16,0.0
204,2,0,0.0
205,2,1,0.0
206,2,2,0.0
207,2,3,0.0
208,2,4,0.0
209,2,5,0.0
210,2,6,0.0
211,2,7,0.0
212,2,8,0.0
213,2,9,0.0
214,2,10,0.0
215,2,11,0.0
216,2,12,0.0
217,2,13,0.0
218,2,14,0.0
219,2,15,0.0
220,2,16,0.0
221,3,0,0.0
222,3,1,0.0
223,3,2,0.0
224,3,3,0.0
225,3,4,0.0
226,3,5,0.0
227,3,6,0.0
228,3,7,0.0
229,3,8,0.0
230,3,9,0.0
231,3,10,0.0
232,3,11,0.0
233,3,12,0.0
234,3,13,0.0
235,3,14,0.0
236,3,15,0.0
237,3,16,0.0
238,4,0,0.0
239,4,1,0.0
240,4,2,0.0
241,4,3,0.0
242,4,4,0.0
243,4,5,0.0
244,4,6,0.0
245,4,7,0.0
246,4,8,0.0
247,4,9,0.0
248,4,10,0.0
249,4,11,0.0
250,4,12,0.0
251,4,13,0.0
252,4,14,0.0
253,4,15,0.0
254,4,16,0.0
255,5,0,0.0
256,5,1,0.0
257,5,2,0.0
258,5,3,0.0
259,5,4,0.0
260,5,5,0.0
261,5,6,0.0
262,5,7,0.0
263,5,8,0.0
264,5,9,0.0
265,5,10,0.0
266,5,11,0.0
267,5,12,0.0
268,5,13,0.0
269,5,14,0.0
270,5,15,0.0
271,5,16,0.0
272,6,0,0.0
273,6,1,0.0
274,6,2,0.0
275,6,3,0.0
276,6,4,0.0
277,6,5,0.0
278,6,6,0.0
279,6,7,0.0
280,6,8,0.0
281,6,9,0.0
282,6,10,0.0
283,6,11,0.0
284,6,12,0.0
285,6,13,0.0
286,6,14,0.0
287,6,15,0.0
288,6,16,0.0
289,7,0,0.0
290,7,1,0.0
291,7,2,0.0
292,7,3,0.0
293,7,4,0.0
294,7,5,0.0
295,7,6,0.0
296,7,7,0.0
297,7,8,0.0
298,7,9,0.0
299,7,10,0.0
300,7,11,0.0
301,7,12,0.0
302,7,13,0.0
303,7,14,0.0
304,7,15,0.0
305,7,16,0.0
306,8,0,0.0
307,8,1,0.0
308,8,2,0.0
309,8,3,0.0
310,8,4,0.0
311,8,5,0.0
312,8,6,0.0
313,8,7,0.0
314,8,8,0.0
315,8,9,0.0
316,8,10,0.0
317,8,11,0.0
318,8,12,0.0
319,8,13,0.0
320,8,14,0.0
321,8,15,0.0
322,8,16,0.0
323,9,0,0.0
324,9,1,0.0
325,9,2,0.0
326,9,3,0.0
327,9,4,0.0
328,9,5,0.0
329,9,6,0.0
330,9,7,0.0
331,9,8,0.0
332,9,9,0.0
333,9,10,0.0
334,9,11,0.0
335,9,12,0.0
336,9,13,0.0
337,9,14,0.0
338,9,15,0.0
339,9,16,0.0
340,0,0,0.0
341,0,1,0.0
342,0,2,0.0
343,0,3,0.0
344,0,4,0.0
345,0,5,0.0
346,0,6,0.0
347,0,7,0.0
348,0,8,0.0
349,0,9,0.0
350,0,10,0.0
351,0,11,0.0
352,0,12,0.0
353,0,13,0.0
354,0,14,0.0
355,0,15,0.0
356,0,16,0.0
357,1,0,0.0
358,1,1,0.0
359,1,2,0.0
360,1,3,0.0
361,1,4,0.0
362,1,5,0.0
363,1,6,0.0
364,1,7,0.0
365,1,8,0.0
366,1,9,0.0
367,1,10,0.0
368,1,11,0.0
369,1,12,0.0
370,1,13,0.0
371,1,14,0.0
372,1,15,0.0
373,1,16,0.0
374,2,0,0.0
375,2,1,0.0
376,2,2,0.0
377,2,3,0.0
378,2,4,0.0
379,2,5,0.0
380,2,6,0.0
381,2,7,0.0
382,2,8,0.0
383,2,9,0.0
384,2,10,0.0
385,2,11,0.0
386,2,12,0.0
387,2,13,0.0
388,2,14,0.0
389,2,15,0.0
390,2,16,0.0
391,3,0,0.0
392,3,1,0.0
393,3,2,0.0
394,3,3,0.0
395,3,4,0.0
396,3,5,0.0
397,3,6,0.0
398,3,7,0.0
399,3,8,0.0
400,3,9,0.0
401,3,10,0.0
402,3,11,0.0
403,3,12,0.0
404,3,13,0.0
405,3,14,0.0
406,3,15,0.0
407,3,16,0.0
408,4,0,0.0
409,4,1,0.0
410,4,2,0.0
411,4,3,0.0
412,4,4,0.0
413,4,5,0.0
414,4,6,0.0
415,4,7,0.0
416,4,8,0.0
417,4,9,0.0
418,4,10,0.0
419,4,11,0.0
420,4,12,0.0
421,4,13,0.0
422,4,14,0.0
423,4,15,0.0
424,4,16,0.0
425,5,0,0.0
426,5,1,0.0
427,5,2,0.0
428,5,3,0.0
429,5,4,0.0
430,5,5,0.0
431,5,6,0.0
432,5,7,0.0
433,5,8,0.0
434,5,9,0.0
435,5,10,0.0
436,5,11,0.0
437,5,12,0.0
438,5,13,0.0
439,5,14,0.0
440,5,15,0.0
441,5,16,0.0
442,6,0,0.0
443,6,1,0.0
444,6,2,0.0
445,6,3,0.0
446,6,4,0.0
447,6,5,0.0
448,6,6,0.0
449,6,7,0.0
450,6,8,0.0
451,6,9,0.0
452,6,10,0.0
453,6,11,0.0
454,6,12,0.0
455,6,13,0.0
456,6,14,0.0
457,6,15,0.0
458,6,16,0.0
459,7,0,0.0
460,7,1,0.0
461,7,2,0.0
462,7,3,0.0
463,7,4,0.0
464,7,5,0.0
465,7,6,0.0
466,7,7,0.0
467,7,8,0.0
468,7,9,0.0
469,7,10,0.0
470,7,11,0.0
471,7,12,0.0
472,7,13,0.0
473,7,14,0.0
474,7,15,0.0
475,7,16,0.0
476,8,0,0.0
477,8,1,0.0
478,8,2,0.0
479,8,3,0.0
480,8,4,0.0
481,8,5,0.0
482,8,6,0.0
483,8,7,0.0
484,8,8,0.0
485,8,9,0.0
486,8,10,0.0
487,8,11,0.0
488,8,12,0.0
489,8,13,0.0
490,8,14,0.0
491,8,15,0.0
492,8,16,0.0
493,9,0,0.0
494,9,1,0.0
495,9,2,0.0
496,9,3,0.0
497,9,4,0.0
498,9,5,0.0
499,9,6,0.0
500,9,7,0.0
501,9,8,0.0
502,9,9,0.0
503,9,10,0.0
504,9,11,0.0
505,9,12,0.0
506,9,13,0.0
507,9,14,0.0
508,9,15,0.0
509,9,16,0.0
510,10,0,0.0
511,10,1,0.0
512,10,2,0.0
513,10,3,0.0
514,10,4,0.0
515,10,5,0.0
516,10,6,0.0
517,10,7,0.0
518,10,8,0.0
519,10,9,0.0
520,10,10,0.0
521,10,11,0.0
522,10,12,0.0
523,10,13,0.0
524,10,14,0.0
525,10,15,0.0
526,10,16,0.0
527,11,0,0.0
528,11,1,0.0
529,11,2,0.0
530,11,3,0.0
531,11,4,0.0
532,11,5,0.0
533,11,6,0.0
534,11,7,0.0
535,11,8,0.0
536,11,9,0.0
537,11,10,0.0
538,11,11,0.0
539,11,12,0.0
540,11,13,0.0
541,11,14,0.0
542,11,15,0.0
543,11,16,0.0
544,12,0,0.0
545,12,1,0.0
546,12,2,0.0
547,12,3,0.0
548,12,4,0.0
549,12,5,0.0
550,12,6,0.0
551,12,7,0.0
552,12,8,0.0
553,12,9,0.0
554,12,10,0.0
555,12,11,0.0
556,12,12,0.0
557,12,13,0.0
558,12,14,0.0
559,12,15,0.0
560,12,16,0.0
561,13,0,0.0
562,13,1,0.0
563,13,2,0.0
564,13,3,0.0
565,13,4,0.0
566,13,5,0.0
567,13,6,0.0
568,13,7,0.0
569,13,8,0.0
570,13,9,0.0
571,13,10,0.0
572,13,11,0.0
573,13,12,0.0
574,13,13,0.0
575,13,14,0.0
576,13,15,0.0
577,13,16,0.0
578,14,0,0.0
579,14,1,0.0
580,14,2,0.0
581,14,3,0.0
582,14,4,0.0
583,14,5,0.0
584,14,6,0.0
585,14,7,0.0
586,14,8,0.0
587,14,9,0.0
588,14,10,0.0
589,14,11,0.0
590,14,12,0.0
591,14,13,0.0
592,14,14,0.0
593,14,15,0.0
594,14,16,0.0
595,15,0,0.0
596,15,1,0.0
597,15,2,0.0
598,15,3,0.0
599,15,4,0.0
600,15,5,0.0
601,15,6,0.0
602,15,7,0.0
603,15,8,0.0
604,15,9,0.0
605,15,10,0.0
606,15,11,0.0
607,15,12,0.0
608,15,13,0.0
609,15,14,0.0
610,15,15,0.0
611,15,16,0.0
612,16,0,0.0
613,16,1,0.0
614,16,2,0.0
615,16,3,0.0
616,16,4,0.0
617,16,5,0.0
618,16,6,0.0
619,16,7,0.0
620,16,8,0.0
621,16,9,0.0
622,16,10,0.0
623,16,11,0.0
624,16,12,0.0
625,16,13,0.0
626,16,14,0.0
627,16,15,0.0
628,16,16,0.0
629,17,0,0.0
630,17,1,0.0
631,17,2,0.0
632,17,3,0.0
633,17,4,0.0
634,17,5,0.0
635,17,6,0.0
636,17,7,0.0
637,17,8,0.0
638,17,9,0.0
639,17,10,0.0
640,17,11,0.0
641,17,12,0.0
642,17,13,0.0
643,17,14,0.0
644,17,15,0.0
645,17,16,0.0
646,18,0,0.0
647,18,1,0.0
648,18,2,0.0
649,18,3,0.0
650,18,4,0.0
651,18,5,0.0
652,18,6,0.0
653,18,7,0.0
654,18,8,0.0
655,18,9,0.0
656,18,10,0.0
657,18,11,0.0
658,18,12,0.0
659,18,13,0.0
660,18,14,0.0
661,18,15,0.0
662,18,16,0.0
663,19,0,0.0
664,19,1,0.0
665,19,2,0.0
666,19,3,0.0
667,19,4,0.0
668,19,5,0.0
669,19,6,0.0
670,19,7,0.0
671,19,8,0.0
672,19,9,0.0
673,19,10,0.0
674,19,11,0.0
675,19,12,0.0
676,19,13,0.0
677,19,14,0.0
678,19,15,0.0
679,19,16,0.0
680,20,0,0.0
681,20,1,0.0
682,20,2,0.0
683,20,3,0.0
684,20,4,0.0
685,20,5,0.0
686,20,6,0.0
687,20,7,0.0
688,20,8,0.0
689,20,9,0.0
690,20,10,0.0
691,20,11,0.0
692,20,12,0.0
693,20,13,0.0
694,20,14,0.0
695,20,15,0.0
696,20,16,0.0
697,21,0,0.0
698,21,1,0.0
699,21,2,0.0
700,21,3,0.0
701,21,4,0.0
702,21,5,0.0
703,21,6,0.0
704,21,7,0.0
705,21,8,0.0
706,21,9,0.0
707,21,10,0.0
708,21,11,0.0
709,21,12,0.0
710,21,13,0.0
711,21,14,0.0
712,21,15,0.0
713,21,16,0.0
714,22,0,0.0
715,22,1,0.0
716,22,2,0.0
717,22,3,0.0
718,22,4,0.0
719,22,5,0.0
720,22,6,0.0
721,22,7,0.0
722,22,8,0.0
723,22,9,0.0
724,22,10,0.0
725,22,11,0.0
726,22,12,0.0
727,22,13,0.0
728,22,14,0.0
729,22,15,0.0
730,22,16,0.0
731,23,0,0.0
732,23,1,0.0
733,23,2,0.0
734,23,3,0.0
735,23,4,0.0
736,23,5,0.0
737,23,6,0.0
738,23,7,0.0
739,23,8,0.0
740,23,9,0.0
741,23,10,0.0
742,23,11,0.0
743,23,12,0.0
744,23,13,0.0
745,23,14,0.0
746,23,15,0.0
747,23,16,0.0
748,24,0,0.0
749,24,1,0.0
750,24,2,0.0
751,24,3,0.0
752,24,4,1.0
753,24,5,1.0
754,24,6,1.0
755,24,7,1.0
756,24,8,1.0
757,24,9,1.0
758,24,10,1.0
759,24,11,1.0
760,24,12,1.0
761,24,13,1.0
762,24,14,1.0
763,24,15,1.0
764,24,16,1.0
765,25,0,1.0
766,25,1,1.0
767,25,2,1.0
768,25,3,1.0
769,25,4,1.0
770,25,5,1.0
771,25,6,1.0
772,25,7,1.0
773,25,8,1.0
774,25,9,1.0
775,25,10,1.0
776,25,11,1.0
777,25,12,1.0
778,25,13,1.0
779,25,14,1.0
780,25,15,1.0
781,25,16,1.0
782,26,0,1.0
783,26,1,1.0
784,26,2,1.0
785,26,3,1.0
786,26,4,1.0
787,26,5,1.0
788,26,6,1.0
789,26,7,1.0
790,26,8,1.0
791,26,9,1.0
792,26,10,1.0
793,26,11,1.0
794,26,12,1.0
795,26,13,1.0
796,26,14,1.0
797,26,15,1.0
798,26,16,1.0
799,27,0,1.0
800,27,1,1.0
801,27,2,1.0
802,27,3,1.0
803,27,4,1.0
804,27,5,1.0
805,27,6,1.0
806,27,7,1.0
807,27,8,1.0
808,27,9,1.0
809,27,10,1.0
810,27,11,1.0
811,27,12,1.0
812,27,13,1.0
813,27,14,1.0
814,27,15,1.0
815,27,16,1.0
816,28,0,1.0
817,28,1,1.0
818,28,2,1.0
819,28,3,1.0
820,28,4,1.0
821,28,5,1.0
822,28,6,1.0
823,28,7,1.0
824,28,8,1.0
825,28,9,1.0
826,28,10,1.0
827,28,11,1.0
828,28,12,1.0
829,28,13,1.0
830,28,14,1.0
831,28,15,1.0
832,28,16,1.0
833,29,0,1.0
834,29,1,1.0
835,29,2,1.0
836,29,3,1.0
837,29,4,1.0
838,29,5,1.0
839,29,6,1.0
840,29,7,1.0
841,29,8,1.0
842,29,9,1.0
843,29,10,1.0
844,29,11,1.0
845,29,12,1.0
846,29,13,1.0
847,29,14,1.0
848,29,15,1.0
849,29,16,1.0
850,30,0,1.0
851,30,1,1.0
852,30,2,1.0
853,30,3,1.0
854,30,4,1.0
855,30,5,1.0
856,30,6,1.0
857,30,7,1.0
858,30,8,1.0
859,30,9,1.0
860,30,10,1.0
861,30,11,1.0
862,30,12,1.0
863,30,13,1.0
864,30,14,1.0
865,30,15,1.0
866,30,16,1.0
867,31,0,1.0
868,31,1,1.0
869,31,2,1.0
870,31,3,1.0
871,31,4,1.0
872,31,5,1.0
873,31,6,1.0
874,31,7,1.0
875,31,8,1.0
876,31,9,1.0
877,31,10,1.0
878,31,11,1.0
879,31,12,1.0
880,31,13,1.0
881,31,14,1.0
882,31,15,1.0
883,31,16,1.0
884,32,0,1.0
885,32,1,1.0
886,32,2,1.0
887,32,3,1.0
888,32,4,1.0
889,32,5,1.0
890,32,6,1.0
891,32,7,1.0
892,32,8,1.0
893,32,9,1.0
894,32,10,1.0
895,32,11,1.0
896,32,12,1.0
897,32,13,1.0
898,32,14,1.0
899,32,15,1.0
900,32,16,1.0
901,33,0,1.0
902,33,1,1.0
903,33,2,1.0
904,33,3,1.0
905,33,4,1.0
906,33,5,1.0
907,33,6,1.0
908,33,7,1.0
909,33,8,1.0
910,33,9,1.0
911,33,10,1.0
912,33,11,1.0
913,33,12,1.0
914,33,13,1.0
915,33,14,1.0
916,33,15,1.0
917,33,16,1.0
918,34,0,1.0
919,34,1,1.0
920,34,2,1.0
921,34,3,1.0
922,34,4,1.0
923,34,5,1.0
924,34,6,1.0
925,34,7,1.0
926,34,8,1.0
927,34,9,1.0
928,34,10,1.0
929,34,11,1.0
930,34,12,1.0
931,34,13,1.0
932,34,14,1.0
933,34,15,1.0
934,34,16,1.0
935,35,0,1.0
936,35,1,1.0
937,35,2,1.0
938,35,3,1.0
939,35,4,1.0
940,35,5,1.0
941,35,6,1.0
942,35,7,1.0
943,35,8,1.0
944,35,9,1.0
945,35,10,1.0
946,35,11,1.0
947,35,12,1.0
948,35,13,1.0
949,35,14,1.0
950,35,15,1.0
951,35,16,1.0
952,36,0,1.0
953,36,1,1.0
954,36,2,1.0
955,36,3,1.0
956,36,4,1.0
957,36,5,1.0
958,36,6,1.0
959,36,7,1.0
960,36,8,1.0
961,36,9,1.0
962,36,10,1.0
963,36,11,1.0
964,36,12,1.0
965,36,13,1.0
966,36,14,1.0
967,36,15,1.0
968,36,16,1.0
969,37,0,1.0
970,37,1,1.0
971,37,2,1.0
972,37,3,1.0
973,37,4,1.0
974,37,5,1.0
975,37,6,1.0
976,37,7,1.0
977,37,8,1.0
978,37,9,1.0
979,37,10,1.0
980,37,11,1.0
981,37,12,1.0
982,37,13,1.0
983,37,14,1.0
984,37,15,1.0
985,37,16,1.0
986,38,0,1.0
987,38,1,1.0
988,38,2,1.0
989,38,3,1.0
990,38,4,1.0
991,38,5,1.0
992,38,6,1.0
993,38,7,1.0
994,38,8,1.0
995,38,9,1.0
996,38,10,1.0
997,38,11,1.0
998,38,12,1.0
999,38,13,1.0
1000,38,14,1.0
1001,38,15,1.0
1002,38,16,1.0
1003,39,0,1.0
1004,39,1,1.0
1005,39,2,1.0
1006,39,3,1.0
1007,39,4,1.0
1008,39,5,1.0
1009,39,6,1.0
1010,39,7,1.0
1011,39,8,1.0
1012,39,9,1.0
1013,39,10,1.0
1014,39,11,1.0
1015,39,12,1.0
1016,39,13,1.0
1017,39,14,1.0
1018,39,15,1.0
1019,39,16,1.0
1020,40,0,1.0
1021,40,1,1.0
1022,40,2,1.0
1023,40,3,1.0
1024,40,4,1.0
1025,40,5,1.0
1026,40,6,1.0
1027,40,7,1.0
1028,40,8,1.0
1029,40,9,1.0
1030,40,10,1.0
1031,40,11,1.0
1032,40,12,1.0
1033,40,13,1.0
1034,40,14,1.0
1035,40,15,1.0
1036,40,16,1.0
1037,41,0,1.0
1038,41,1,1.0
1039,41,2,1.0
1040,41,3,1.0
1041,41,4,1.0
1042,41,5,1.0
1043,41,6,1.0
1044,41,7,1.0
1045,41,8,1.0
1046,41,9,1.0
1047,41,10,1.0
1048,41,11,1.0
1049,41,12,1.0
1050,41,13,1.0
1051,41,14,1.0
1052,41,15,1.0
1053,41,16,1.0
1054,42,0,1.0
1055,42,1,1.0
1056,42,2,1.0
1057,42,3,1.0
1058,42,4,1.0
1059,42,5,1.0
1060,42,6,1.0
1061,42,7,1.0
1062,42,8,1.0
1063,42,9,1.0
1064,42,10,1.0
1065,42,11,1.0
1066,42,12,1.0
1067,42,13,1.0
1068,42,14,1.0
1069,42,15,1.0
1070,42,16,1.0
1071,43,0,1.0
1072,43,1,1.0
1073,43,2,1.0
1074,43,3,1.0
1075,43,4,1.0
1076,43,5,1.0
1077,43,6,1.0
1078,43,7,1.0
1079,43,8,1.0
1080,43,9,1.0
1081,43,10,1.0
1082,43,11,1.0
1083,43,12,1.0
1084,43,13,1.0
1085,43,14,1.0
1086,43,15,1.0
1087,43,16,1.0
1088,44,0,1.0
1089,44,1,1.0
1090,44,2,1.0
1091,44,3,1.0
1092,44,4,1.0
1093,44,5,1.0
1094,44,6,1.0
1095,44,7,1.0
1096,44,8,1.0
1097,44,9,1.0
1098,44,10,1.0
1099,44,11,1.0
1100,44,12,1.0
1101,44,13,1.0
1102,44,14,1.0
1103,44,15,1.0
1104,44,16,1.0
1105,45,0,1.0
1106,45,1,1.0
1107,45,2,1.0
1108,45,3,1.0
1109,45,4,1.0
1110,45,5,1.0
1111,45,6,1.0
1112,45,7,1.0
1113,45,8,1.0
1114,45,9,1.0
1115,45,10,1.0
1116,45,11,1.0
1117,45,12,1.0
1118,45,13,1.0
1119,45,14,1.0
1120,45,15,1.0
1121,45,16,1.0
1122,46,0,1.0
1123,46,1,1.0
1124,46,2,1.0
1125,46,3,1.0
1126,46,4,1.0
1127,46,5,1.0
1128,46,6,1.0
1129,46,7,1.0
1130,46,8,1.0
1131,46,9,1.0
1132,46,10,1.0
1133,46,11,1.0
1134,46,12,1.0
1135,46,13,1.0
1136,46,14,1.0
1137,46,15,1.0
1138,46,16,1.0
1139,47,0,1.0
1140,47,1,1.0
1141,47,2,1.0
1142,47,3,1.0
1143,47,4,1.0
1144,47,5,1.0
1145,47,6,1.0
1146,47,7,1.0
1147,47,8,1.0
1148,47,9,1.0
1149,47,10,1.0
1150,47,11,1.0
1151,47,12,1.0
1152,47,13,1.0
1153,47,14,1.0
1154,47,15,1.0
1155,47,16,1.0
1156,48,0,1.0
1157,48,1,1.0
1158,48,2,1.0
1159,48,3,1.0
1160,48,4,1.0
1161,48,5,1.0
1162,48,6,1.0
1163,48,7,1.0
1164,48,8,1.0
1165,48,9,1.0
1166,48,10,1.0
1167,48,11,1.0
1168,48,12,1.0
1169,48,13,1.0
1170,48,14,1.0
1171,48,15,1.0
1172,48,16,1.0
1173,49,0,1.0
1174,49,1,1.0
1175,49,2,1.0
1176,49,3,1.0
1177,49,4,1.0
1178,49,5,1.0
1179,49,6,1.0
1180,49,7,1.0
1181,49,8,1.0
1182,49,9,1.0
1183,49,10,1.0
1184,49,11,1.0
1185,49,12,1.0
1186,49,13,1.0
1187,49,14,1.0
1188,49,15,1.0
1189,49,16,1.0
